German,English,German Sentence,Cloze Sentence,English Sentence,Image,Vocab Audio,Sentence Audio
"die Buchung, die Buchungen",booking,Die Buchung wurde bestätigt.,Die Buchung wurde bestätigt.,__ wurde bestätigt.,,media/azure-fb300f28-dfef5ae5-eeef49c2-f52d3dc0-796d7287.mp3,media/azure-01b45f16-7228f8fb-a0a9eda7-e34460cd-65bfde45.mp3
einen Fehler machen,to make a mistake,Ich habe einen Fehler gemacht.,Ich habe einen Fehler gemacht.,Ich habe __  gemacht.,,media/azure-213d9494-ffa1421f-5091e2a9-a72eaad7-8fbca079.mp3,media/azure-776ae421-c2ba6c51-3f2be99e-2ebb669a-a6af6f70.mp3
"die Strecke, die Strecken",route,Die Strecke von Berlin nach München ist lang.,Die Strecke von Berlin nach München ist lang.,__ von Berlin nach München ist lang.,,media/azure-f25265f9-ba4f3277-75c14908-a96db70f-2b841b34.mp3,media/azure-1c727fe9-dcb69adf-f77c17ec-3ec59a41-50e19b98.mp3
"die Regionalbahn, die Regionalbahnen",regional train,Die Regionalbahn hält an jedem Bahnhof.,Die Regionalbahn hält an jedem Bahnhof.,__ hält an jedem Bahnhof.,,media/azure-d9c65a2a-c5371729-08c9eea8-50961a78-0bbaf6d1.mp3,media/azure-e479e33e-2a342422-da1c7ae3-52f07a45-f72a4bd7.mp3
schnell,fast,Der Zug fährt sehr schnell.,Der Zug fährt sehr schnell.,Der Zug fährt sehr __.,,media/azure-39f53834-00392264-7d515618-564f68c0-2019f8e2.mp3,media/azure-bdff4c21-e1a4fda4-30736b06-90d6e486-f0668565.mp3
langsam,slow,Der Bus fährt langsam durch die Stadt.,Der Bus fährt langsam durch die Stadt.,Der Bus fährt __ durch die Stadt.,,media/azure-1716a291-a9c98187-41c59f1b-e0cd8c89-5f6d61e3.mp3,media/azure-7b0f00cd-1878b412-15cc6600-b0344219-0d0cf76f.mp3
preiswert,affordable,Dieses Hotel ist preiswert.,Dieses Hotel ist preiswert.,Dieses Hotel ist __.,,media/azure-d61edb32-e95e9946-3430854e-f521f84f-06bb7a05.mp3,media/azure-570c736f-239c5e21-22ce0877-3c46fdca-55b74681.mp3
genauso wie,just like,Er ist genauso wie sein Bruder.,Er ist genauso wie sein Bruder.,Er ist __ sein Bruder.,,media/azure-0e88e66a-f2c640a4-ddbeb5b4-4a6c3866-b694d224.mp3,media/azure-43c3490d-6f1a93ce-b200c65e-1c0c0369-941e22ab.mp3
sofort,immediately,Ich werde sofort zurückrufen.,Ich werde sofort zurückrufen.,Ich werde __ zurückrufen.,,media/azure-ffa28c62-a61918ef-4659371a-07efaf27-d79d5d42.mp3,media/azure-193a8081-32998191-ef9bcd8b-44694f25-810302d1.mp3
"die Situation, die Situationen",situation,Die Situation war schwierig.,Die Situation war schwierig.,__ war schwierig.,,media/azure-c53984be-cb2b1db8-33d2a38f-e863c37d-0bf226d1.mp3,media/azure-d4f77965-1f959640-582d112a-32d56f70-d3c3d1d5.mp3
stündlich,hourly,Der Zug fährt stündlich.,Der Zug fährt stündlich.,Der Zug fährt __.,,media/azure-f7bc6f3c-354c850e-53cd53d2-ab18aebc-4d8f27f2.mp3,media/azure-14ca8e6b-2c3760a6-298b762f-eff01218-73e260ea.mp3
ausfallen,to be canceled,Der Flug ist ausgefallen.,Der Flug ist ausgefallen.,Der Flug ist __.,,media/azure-e6a40010-2a4ed6f2-f7665686-923cebc7-524a31f3.mp3,media/azure-8ab68936-e26054e1-60d2049e-3af9bcd7-4b379a47.mp3
"der Fahrgast, die Fahrgäste",passenger,Der Fahrgast hat sein Ticket verloren.,Der Fahrgast hat sein Ticket verloren.,__ hat sein Ticket verloren.,,media/azure-c6255a27-cc424fd4-ecd6e672-8e9b75e3-3fee61a1.mp3,media/azure-ab66a740-f383fa8c-701a97de-951fab56-f9c8b5a9.mp3
"der Passagier, die Passagiere",passenger,Die Passagiere sind eingestiegen.,Die Passagiere sind eingestiegen.,__ sind eingestiegen.,,media/azure-fb85ca74-8b6c1d2d-6574af0b-41cc2c95-a5c86cab.mp3,media/azure-082ff2fb-9e3456e6-6e1f7ca3-146e223c-4413a1e7.mp3
"die Störung, die Störungen",disturbance / disruption,Die Störung wurde schnell behoben.,Die Störung wurde schnell behoben.,__ wurde schnell behoben.,,media/azure-cecebbad-fa11ca0c-127fd3ed-f3d94c6e-9d7f277c.mp3,media/azure-a21b990e-85457b15-18337cfe-d88f1112-eaebe747.mp3
technisch,technical,Es gab ein technisches Problem bei der Verbindung.,Es gab ein technisches Problem bei der Verbindung.,Es gab ein __ Problem bei der Verbindung.,,media/azure-266e23b0-69e2819e-b485eb1e-f185b2b8-24c78b9b.mp3,media/azure-c42ed14c-a7e17bcd-d1ec13c1-3c43066f-c9e642e0.mp3
planmäßig,according to schedule,Der Zug fährt planmäßig ab.,Der Zug fährt planmäßig ab.,Der Zug fährt __ ab.,,media/azure-ee2aa9ea-29592940-ed79c5d9-4710f307-bfba8cfd.mp3,media/azure-96822fce-bf12e204-b4d136ff-f6889881-09c30fb1.mp3
besetzt,occupied,Der Tisch ist besetzt.,Der Tisch ist besetzt.,Der Tisch ist __.,,media/azure-85c42caa-dab3dd8c-2034c3b0-d8761fcb-f668c562.mp3,media/azure-5cc4b15b-60d915dd-37b208b5-333a497d-3b92b747.mp3
"der Schaffner, die Schaffnerin",conductor,Der Schaffner kontrolliert die Fahrkarten.,Der Schaffner kontrolliert die Fahrkarten.,__ kontrolliert die Fahrkarten.,,media/azure-ec9e75d9-49ef8950-f77d6437-9f4243a5-f87231e4.mp3,media/azure-22fdb75d-4e52cc89-a99d11f5-d243fa4c-9d5ab95f.mp3
"der Fahrschein, die Fahrscheine",ticket,Ich habe meinen Fahrschein verloren.,Ich habe meinen Fahrschein verloren.,Ich habe meinen __ verloren.,,media/azure-a085c400-4b4229f0-a281ba78-62ca2fbb-5257f538.mp3,media/azure-d6e2f481-644f0bb1-40739517-a8c5684f-147744bf.mp3
schwarzfahren,to ride without a ticket,"Er wurde erwischt, weil er schwarzgefahren ist.","Er wurde erwischt, weil er schwarzgefahren ist.","Er wurde erwischt, weil er __ ist.",,media/azure-4f721b51-0ec8655f-7e5cf21d-c4ee8449-2ad6ddce.mp3,media/azure-d4ff7cff-29821af1-33c28a67-1524ad1f-9dcad35b.mp3
gültig,valid,Der Fahrschein ist noch gültig.,Der Fahrschein ist noch gültig.,Der Fahrschein ist noch __.,,media/azure-c1e0eedd-268fedb0-306e1d6a-73419081-e7029b76.mp3,media/azure-0215475c-edc990b9-9f903b93-79022a7c-f3e3d7a9.mp3
deshalb,therefore,"Es regnet, deshalb bleibe ich zu Hause.","Es regnet, deshalb bleibe ich zu Hause.","Es regnet, __ bleibe ich zu Hause.",,media/azure-b5b3da1c-69adc234-cdbb18d5-0b560eb5-f06a46c0.mp3,media/azure-ebf2a0f3-8c92ced5-c494573d-e52acaae-b8c8d50f.mp3
verpassen,to miss,Ich habe den Zug verpasst.,Ich habe den Zug verpasst.,Ich habe den Zug __.,,media/azure-4141e990-66740141-92179a74-d96fcdc1-7c98c96c.mp3,media/azure-d8303543-462b5d2f-a71f17c0-93ebb6d2-c170b7fc.mp3
blöd,stupid,Das war eine blöde Idee.,Das war eine blöde Idee.,Das war eine __ Idee.,,media/azure-1b962b81-acb11579-7e146d4c-1df74cf6-a215b193.mp3,media/azure-004da156-bfd33930-50824fc4-5a06c9f5-58b2550a.mp3
"die Regel, die Regeln",rule,"Es gibt eine Regel, dass man nicht rauchen darf.","Es gibt eine Regel, dass man nicht rauchen darf.","Es gibt eine __, dass man nicht rauchen darf.",,media/azure-c9b9f767-b2256434-b67b0e14-9cbcff9a-f208e0c4.mp3,media/azure-86ec44d1-38f692c2-c29113a5-b1fdcf45-01a01bce.mp3
eine Strafe zahlen,to pay a fine,"Er musste eine Strafe zahlen, weil er zu schnell gefahren ist.","Er musste eine Strafe zahlen, weil er zu schnell gefahren ist.",Er musste __ eine Strafe zahlen.,,media/azure-daa7a6df-bc733531-809abb3a-db95815c-97666848.mp3,media/azure-8ecd12a8-99ac8e59-53923c09-460fbcd2-5464424c.mp3
denken,to think,"Ich denke, dass es morgen regnet.","Ich denke, dass es morgen regnet.","Ich __, dass es morgen regnet.",,media/azure-d43ac89c-411de62f-52d365a5-ea0c0f23-020eb8aa.mp3,media/azure-4e72adfc-1af0ace1-d7ad6d40-cb7bd1ba-740bf778.mp3
fair,fair,Der Wettbewerb war fair.,Der Wettbewerb war fair.,Der Wettbewerb war __.,,media/azure-52e28796-d10f5ae0-6110354f-8a46a86e-a0ae70e0.mp3,media/azure-340e3b3c-416a1cc2-8f31699b-14887c70-66828a11.mp3
unfair,unfair,Das Verhalten war unfair.,Das Verhalten war unfair.,Das Verhalten war __.,,media/azure-a6add273-662e18d1-6b298afc-30a21544-6669e9ae.mp3,media/azure-b3633d68-f0d48b54-b0105527-e45b81d7-3923f3c3.mp3
eine Ausnahme machen,to make an exception,In diesem Fall mache ich eine Ausnahme.,In diesem Fall mache ich eine Ausnahme.,In diesem Fall mache ich __.,,media/azure-5dfec38b-2279abfe-1997b845-0e5ca3d5-9fb95cd3.mp3,media/azure-2dbf3ba3-c6eb713b-cec55b24-718d5ad2-678bda8f.mp3
der / die Bekannte,acquaintance,Meine Bekannte hat mir geholfen.,Meine Bekannte hat mir geholfen.,Meine __ hat mir geholfen.,,media/azure-84047f1e-6ac7b1e9-91b99d02-8b0cfd11-b02a6c81.mp3,media/azure-28d7e19b-ab923cf7-6687ea92-7d5c2c6e-047561fd.mp3
"der Zettel, die Zettel",note,Ich habe einen Zettel für dich hinterlassen.,Ich habe einen Zettel für dich hinterlassen.,Ich habe einen __ für dich hinterlassen.,,media/azure-714c1f3e-af24fc4a-b62ebbaa-270214fd-797ccfdb.mp3,media/azure-a2b14288-d36911c6-97a837dc-a8e989e1-6baee173.mp3
nutzen,to use,Wir sollten die Gelegenheit nutzen.,Wir sollten die Gelegenheit nutzen.,Wir sollten die Gelegenheit __.,,media/azure-3af6d89c-f546f007-f7071a33-e6713c56-b868d2fb.mp3,media/azure-e33ddd9f-ae327dc0-d1500c3e-0e75e15f-6bd019ed.mp3
eine Anzeige aufgeben,to place an advertisement,Ich möchte eine Anzeige aufgeben.,Ich möchte eine Anzeige aufgeben.,Ich möchte __.,,media/azure-a7ac6957-cf3ed448-cac319b8-df3b831f-f3f04c88.mp3,media/azure-59e85265-e45333f4-10d51bce-400c1863-5947647e.mp3
"die Anzeige, die Anzeigen",advertisement,Die Anzeige steht in der Zeitung.,Die Anzeige steht in der Zeitung.,__ steht in der Zeitung.,,media/azure-4fe6224b-3371f9b9-d01b51e3-e9946bc8-b2efcb06.mp3,media/azure-9601b621-6599c3d2-d06ac54b-9b620d3b-98f32319.mp3
"die Tageszeitung, die Tageszeitungen",daily newspaper,Ich lese die Tageszeitung jeden Morgen.,Ich lese die Tageszeitung jeden Morgen.,Ich lese __ jeden Morgen.,,media/azure-1799d2b1-08720b7f-cd2fa73a-c552fc09-74b66c0e.mp3,media/azure-82d5f15d-aafcffd7-a1724d10-41f72bc9-5a472b07.mp3
"die Zeitung, die Zeitungen",newspaper,Die Zeitung berichtet über das Ereignis.,Die Zeitung berichtet über das Ereignis.,__ berichtet über das Ereignis.,,media/azure-91dd848f-1614c54c-21574a9c-8c6e30eb-3b09cbd4.mp3,media/azure-1310ae1c-ec3881c2-aa677ef6-0e5d7150-86a7a961.mp3
mindestens,at least,Du solltest mindestens drei Stunden schlafen.,Du solltest mindestens drei Stunden schlafen.,Du solltest __ drei Stunden schlafen.,,media/azure-2fe8a276-f5e018a9-3898ccb2-62db86b6-8b6de91b.mp3,media/azure-e17fecee-a48af7b1-3a92e7c3-fa5c4fe4-ab4d65d5.mp3
höchstens,at most,Es dauert höchstens eine Stunde.,Es dauert höchstens eine Stunde.,Es dauert __ eine Stunde.,,media/azure-394d766e-97ef2007-395a3802-e54c7d26-bdc22844.mp3,media/azure-c854d69b-de02e1ab-98b69795-6f604199-1e5d5da4.mp3
das Internet,internet,Ich surfe oft im Internet.,Ich surfe oft im Internet.,Ich surfe oft im __.,,media/azure-108b4a18-c9c96ce1-02c4ae8d-cb19240d-5b9f6172.mp3,media/azure-a31642c3-7b45d39e-4a238c6d-80b04c37-6695d613.mp3
ausfüllen,to fill out,Bitte füllen Sie das Formular aus.,Bitte füllen Sie das Formular aus.,Bitte __ das Formular __.,,media/azure-d26f5d05-791ac7ee-1ab16eff-4d6c8c82-c8d297c6.mp3,media/azure-73b2db5d-1684edda-8e130ddf-22ee2d9f-943971b6.mp3
"das Formular, die Formulare",form,Das Formular muss bis morgen eingereicht werden.,Das Formular muss bis morgen eingereicht werden.,__ muss bis morgen eingereicht werden.,,media/azure-3698d0c8-f5bed0f3-fa57ab0c-548b7135-1d7de894.mp3,media/azure-42da8fad-72360b7d-ff042e2c-91d725e8-fe20a550.mp3
die Wohngemeinschaft,shared apartment,Wir wohnen in einer Wohngemeinschaft.,Wir wohnen in einer Wohngemeinschaft.,Wir wohnen in einer __.,,media/azure-ea7fd352-3c1fae68-26ec83a1-07d3d8d6-45a0aa54.mp3,media/azure-19789f33-2f02831d-68759f29-9728d5a5-dd8c8da3.mp3
"der Quadratmeter, die Quadratmeter",square meter,Die Wohnung hat 50 Quadratmeter.,Die Wohnung hat 50 Quadratmeter.,Die Wohnung hat 50 __.,,media/azure-8bfd1905-34cbf698-77d41f0d-cb3d70ee-8ea8d8da.mp3,media/azure-51fea8c1-48d1d99d-2c142e1e-de9cd8b1-8aeac99c.mp3
inklusive,inclusive,Der Preis ist inklusive Frühstück.,Der Preis ist inklusive Frühstück.,Der Preis ist __ Frühstück.,,media/azure-7133bfc1-4e967781-c1340e5e-e904870b-69f84555.mp3,media/azure-5022392e-42e4e32f-6383a997-fcc13f16-abeb69a9.mp3
vermieten,to rent out,Er vermietet seine Wohnung an Studenten.,Er vermietet seine Wohnung an Studenten.,Er __ seine Wohnung an Studenten.,,media/azure-cfc1ce42-0e04cdc5-21769dfe-395f7921-9a0c5ba6.mp3,media/azure-af786707-3571dcde-c6f2f552-47ec4840-8d822347.mp3
"das Paar, die Paare",couple,Das Paar ist gerade in den Urlaub gefahren.,Das Paar ist gerade in den Urlaub gefahren.,__ ist gerade in den Urlaub gefahren.,,media/azure-00f1e2df-4aee9ccf-81f92ff3-2e386e50-28b0195b.mp3,media/azure-94060554-20a018a1-c57f63b4-56ab6e8b-1ae34eb0.mp3
gehören,to belong to,Diese Bücher gehören mir.,Diese Bücher gehören mir.,Diese Bücher __ mir.,,media/azure-2c9737e0-0efb7ead-1fa9f54a-fb1206e9-b0aac6c7.mp3,media/azure-e491c484-d2445c3f-9cda1095-39fe4932-ecf135ff.mp3
besichtigen,to visit / tour,Wir besichtigen morgen das Museum.,Wir besichtigen morgen das Museum.,Wir __ morgen das Museum.,,media/azure-d4829e2c-1f98bd44-327a5d26-bf38626b-15988c59.mp3,media/azure-49389f65-398f2743-07a9d0e6-19940edf-dc5d04b4.mp3
kennen,to know,Ich kenne diese Stadt gut.,Ich kenne diese Stadt gut.,Ich __ diese Stadt gut.,,media/azure-301a0bcd-5f1d845e-4547079f-db6017c6-db2658c5.mp3,media/azure-e5a1d8d8-513a244d-d52c1a6e-8f19f82e-530c2e19.mp3
die Wohnungsbesichtigung,apartment viewing,Die Wohnungsbesichtigung findet um 14 Uhr statt.,Die Wohnungsbesichtigung findet um 14 Uhr statt.,__ findet um 14 Uhr statt.,,media/azure-e66f453c-bda8b0c2-7dbda23f-407a9216-462c1f8e.mp3,media/azure-04f863f2-06fcbe52-3129c5cb-2d45cbad-851fb5bf.mp3
einziehen,to move in,Wir werden nächste Woche einziehen.,Wir werden nächste Woche einziehen.,Wir werden nächste Woche __.,,media/azure-a319e082-b0624f67-98d3b790-3a4f1e8c-251ab91f.mp3,media/azure-f36a261d-25dbd210-e4b0d743-5212e610-115ad5c1.mp3
der Einzug,move-in,Der Einzug war stressig.,Der Einzug war stressig.,__ war stressig.,,media/azure-074fb3fc-db9c7d41-a640a3a5-f4d28308-eb47f982.mp3,media/azure-ce3de4e6-78247717-1d2a7074-637550b0-9f254be1.mp3
möglich,possible,"Es ist möglich, einen Termin zu ändern.","Es ist möglich, einen Termin zu ändern.","Es ist __, einen Termin zu ändern.",,media/azure-f0a575d2-2e014993-9cff4d2a-b9fe04c4-cbc0b34c.mp3,media/azure-f38ee6a1-c06e8fde-c89d25b4-9572ccf7-70453987.mp3
"das Einkommen, die Einkommen",income,Sein Einkommen ist sehr hoch.,Sein Einkommen ist sehr hoch.,Sein __ ist sehr hoch.,,media/azure-3bbc7e78-c84edd54-f0243e1e-3918d1d1-dacbb8b9.mp3,media/azure-fbab9c09-1ccad044-1f439ca8-eb4485be-f3d85b7b.mp3
ansehen,to look at,Ich möchte mir den Film ansehen.,Ich möchte mir den Film ansehen.,Ich möchte mir den Film __.,,media/azure-1c64db78-19c22200-119b9197-2bcd133b-efa6b1f0.mp3,media/azure-34d51820-d463d353-b587f746-26a7b7d8-e3b50174.mp3
"der Raum, die Räume",room,Der Raum ist groß und hell.,Der Raum ist groß und hell.,__ ist groß und hell.,,media/azure-71634974-cdb7799b-8d59842b-ee15d807-8d1829d1.mp3,media/azure-2f2cffe1-b8356420-76005cf3-cc19a3c8-21d9944d.mp3
umziehen,to move (houses),Wir müssen nächste Woche umziehen.,Wir müssen nächste Woche umziehen.,Wir müssen nächste Woche __.,,media/azure-c3d755ae-ba209861-00bebe4d-954ca1a6-8005eb4a.mp3,media/azure-440c2173-d50b85c4-fc0e8869-8301d850-c2a54e9b.mp3
"der Vertrag, die Verträge",contract,Wir haben den Vertrag unterschrieben.,Wir haben den Vertrag unterschrieben.,Wir haben den __ unterschrieben.,,media/azure-2a0c2313-40be6c5f-d410988f-21cc52f6-92d4def7.mp3,media/azure-423b7ab9-374766f7-e2b103e8-5d13e2af-ffff875d.mp3
"der Nachbar, die Nachbarin",neighbor,Unser Nachbar ist sehr freundlich.,Unser Nachbar ist sehr freundlich.,Unser __ ist sehr freundlich.,,media/azure-18d14cc8-84564bff-cf5ab4cc-46ec1ee7-6b223057.mp3,media/azure-895df32c-7ad833d7-d36a3be7-f008706d-d93a2123.mp3
stehen,to stand,Die Tasse steht auf dem Tisch.,Die Tasse steht auf dem Tisch.,Die Tasse __ auf dem Tisch.,,media/azure-cae61f11-45c477df-51321e32-07a4d791-d6a8136a.mp3,media/azure-9be88ff4-caac0566-168b0e43-dc33816b-5aeb865d.mp3
"der Hund, die Hunde",dog,Der Hund läuft im Park.,Der Hund läuft im Park.,__ läuft im Park.,,media/azure-a74b085a-c4364c42-4d31484f-5fb365d7-d16c0b9f.mp3,media/azure-b7f0723e-f295bbfe-bbeb0c19-0f9819b7-81a39464.mp3
"das Haustier, die Haustiere",pet,Mein Haustier ist eine Katze.,Mein Haustier ist eine Katze.,Mein __ ist eine Katze.,,media/azure-21de4aea-cf51b026-a530cb0f-d228f6e7-421a9372.mp3,media/azure-d5ee47cb-2f6c9aca-d69f0350-2ff6cd9e-3fb046cb.mp3
"die Katze, die Katzen",cat,Die Katze schläft auf dem Sofa.,Die Katze schläft auf dem Sofa.,__ schläft auf dem Sofa.,,media/azure-695833ff-458a4da5-32ba73df-82fdf43c-86e043a6.mp3,media/azure-07135302-e15568b5-47cd4f79-40d0b43f-eaa6df8e.mp3
"der Umzug, die Umzüge",move,Der Umzug war sehr anstrengend.,Der Umzug war sehr anstrengend.,__ war sehr anstrengend.,,media/azure-b96a3fde-a9bfc743-701ddacd-19eeaf0e-841621ab.mp3,media/azure-76bd3825-6cec4a50-69433a63-8772a3e1-b6a76b09.mp3
kündigen,to resign / quit,Er hat seinen Job gekündigt.,Er hat seinen Job gekündigt.,Er hat seinen Job __.,,media/azure-51705bdb-e65244a1-33f5b8cf-54e7974c-855dbb49.mp3,media/azure-de396379-f613b7b9-1c01080b-7d91f519-ae5144e9.mp3
vorher,before,Ich habe das vorher schon gesagt.,Ich habe das vorher schon gesagt.,Ich habe __ schon gesagt.,,media/azure-9e188bed-0eed3b50-30cde059-8d27687b-aaf60c96.mp3,media/azure-e87807ac-da0b6f3a-0cc5c2f4-b3cb5b6e-46e85b31.mp3
ausziehen,to move out,Ich muss morgen ausziehen.,Ich muss morgen ausziehen.,Ich muss morgen __.,,media/azure-772b3d53-f31c5fe4-40276742-7161041c-db58946d.mp3,media/azure-1ba2c9cb-8df2d50a-bacb6df7-e4659097-99bc809e.mp3
zuerst,first,Zuerst müssen wir einkaufen gehen.,Zuerst müssen wir einkaufen gehen.,__ müssen wir einkaufen gehen.,,media/azure-214ca651-daed29ed-d1bc9291-f1850015-5732c44b.mp3,media/azure-58b3f719-cd13f88e-a3284b08-7e3dac73-7aea82e4.mp3
dann,then,Wir gehen zuerst ins Kino und dann zum Essen.,Wir gehen zuerst ins Kino und dann zum Essen.,Wir gehen zuerst ins Kino und __ zum Essen.,,media/azure-de621a21-cd0f210f-bf6927e6-f4775b44-bb60c72d.mp3,media/azure-863db691-6f33dc32-ae1ff95f-2d33a444-8c1a8b5a.mp3
danach,after that,Wir gehen nach Hause und danach essen wir.,Wir gehen nach Hause und danach essen wir.,Wir gehen nach Hause und __ essen wir.,,media/azure-d674f61c-7faf3db9-509f36f7-b7dd2b89-7c5e4fcd.mp3,media/azure-022a26ce-f7fc2b9c-bbdba9d8-1725501e-3c9db891.mp3
später,later,Wir können später sprechen.,Wir können später sprechen.,Wir können __ sprechen.,,media/azure-a1b23ddd-29e14fba-c1e16e4c-383183bf-5dc5ffd7.mp3,media/azure-9d39be20-b84649c8-c6218ea5-6768d2a1-15b11f9e.mp3
schließlich,finally,Schließlich fanden wir die Lösung.,Schließlich fanden wir die Lösung.,__ fanden wir die Lösung.,,media/azure-21f593a4-521aeb46-c48624e2-69b75a2c-18e8676f.mp3,media/azure-6e96e736-aaeddddc-a4240c0c-3742b008-ad68bd89.mp3
zuletzt,last,Zuletzt müssen wir das Formular ausfüllen.,Zuletzt müssen wir das Formular ausfüllen.,__ müssen wir das Formular ausfüllen.,,media/azure-c4729697-111fa21e-20978050-8455bfc6-52ca7fb6.mp3,media/azure-a5bbe878-9df528dd-06416f8d-efcc0416-7abaddf2.mp3
die Einweihungsparty,housewarming party,Wir haben eine Einweihungsparty gefeiert.,Wir haben eine Einweihungsparty gefeiert.,Wir haben eine __ gefeiert.,,media/azure-d2f8bbd6-148e254c-a07a0aaa-826212e0-58647a67.mp3,media/azure-949228d1-44ed9cab-07d25ac5-cf88f174-5440f037.mp3
"der Spiegel, die Spiegel",mirror,Der Spiegel hängt an der Wand.,Der Spiegel hängt an der Wand.,__ hängt an der Wand.,,media/azure-44376534-bc7761b4-4e5c54e7-9d81f199-7a883009.mp3,media/azure-4603a729-9962ca52-b3ec15e5-766675c4-d642fd58.mp3
"die Lampe, die Lampen",lamp,Die Lampe ist sehr hell.,Die Lampe ist sehr hell.,__ ist sehr hell.,,media/azure-ce1408bc-da13a3e6-592d558c-859b2a60-f7193dff.mp3,media/azure-e7c1ecec-ac69ca88-2dbf4a40-c1de34d5-fae56e1e.mp3
"die Wand, die Wände",wall,Die Wand ist grün gestrichen.,Die Wand ist grün gestrichen.,__ ist grün gestrichen.,,media/azure-4f1830d6-3b82d83c-5b3a2828-e5399fd4-e381f633.mp3,media/azure-807494ff-cb21ddde-a3a3224c-bef282f5-db168efc.mp3
"der Boden, die Böden",floor,Der Boden ist aus Holz.,Der Boden ist aus Holz.,__ ist aus Holz.,,media/azure-2ca85e28-fa25ac20-ffd171e1-509f680e-e322f725.mp3,media/azure-03cdf199-95e0cce0-684948b1-ca7eb27d-83b6a69d.mp3
hängen,to hang,Das Bild hängt an der Wand.,Das Bild hängt an der Wand.,Das Bild __ an der Wand.,,media/azure-cf24eafa-6a7012c5-1cf76972-9d9400d9-1b95ab0e.mp3,media/azure-d45dff16-1826c1cd-4fcb27b2-d1f17e60-51d1c5d4.mp3
sitzen,to sit,Sie sitzen auf dem Sofa.,Sie sitzen auf dem Sofa.,Sie __ auf dem Sofa.,,media/azure-037b5b9b-3e7536a2-df4b2b1e-cf295b9f-ecc84103.mp3,media/azure-5bd86487-34adb06c-d1577b27-cf9727e1-5fad121e.mp3
"der Schreibtisch, die Schreibtische",desk,Der Schreibtisch ist sehr ordentlich.,Der Schreibtisch ist sehr ordentlich.,__ ist sehr ordentlich.,,media/azure-3c70d8dd-21a95b06-989569bb-6b3a3d07-3ff3c370.mp3,media/azure-4c8d28bc-8b4f61a2-489c2ed3-d68d0086-5fe880e3.mp3
setzen,to set / to sit down,Bitte setzen Sie sich.,Bitte setzen Sie sich.,Bitte __  Sie sich.,,media/azure-f0cbff7c-3c3056be-80963040-9ae09479-50c3f082.mp3,media/azure-725e9a41-617a0eab-07f81a6d-672c84ee-606b67c4.mp3
"der Schlüssel, die Schlüssel",key,Ich habe meinen Schlüssel verloren.,Ich habe meinen Schlüssel verloren.,Ich habe meinen __ verloren.,,media/azure-d44264e2-2d9f47e8-44f31fef-f89929f4-0f0d35dc.mp3,media/azure-5003045c-a8da263b-ed186dda-948ded7c-142b7c2d.mp3
der Müll,trash,Der Müll muss rausgebracht werden.,Der Müll muss rausgebracht werden.,__ muss rausgebracht werden.,,media/azure-adf4f5c5-88ceebfc-f261c3ad-9e436930-0732bdec.mp3,media/azure-04bc5e2b-68e30f03-e4903f65-c6b567c7-059e06ef.mp3
"die Mülltonne, die Mülltonnen",trash bin,Die Mülltonne steht draußen.,Die Mülltonne steht draußen.,__ steht draußen.,,media/azure-ca86a0fe-dfe9cb41-bc36a54a-d7904cf1-5108fca3.mp3,media/azure-610e963d-bbcaa136-5ce0ce2f-6bff937e-0690cf59.mp3
